gen,nevals,avg,std,min,max
0,58,-3.835454135959912,7.065967873980201,-15.387192954517605,22.923010650213417
1,58,-2.392158727156722,8.608519992032239,-12.609879414938403,34.596782319225014
2,58,-0.6212581410304594,10.245649792742975,-15.520398986660123,35.698908887760105
3,58,-0.7633396280260444,8.888743542189028,-15.67369478180556,28.751898933893354
4,58,2.4439816923770126,14.056941503982523,-16.054022929057616,52.61361992491554
5,58,3.3474872559709334,13.127198208495724,-17.364630995282106,47.2457208913308
6,58,1.3208329776110959,9.371829222857361,-14.755140593687436,25.622201942763297
7,58,7.140411840247347,12.647721339187301,-18.785446103940348,52.929490847047134
8,58,10.275150644164905,15.573598549442984,-10.640879537916039,51.25417799691826
9,58,12.135763727586472,13.223941241168188,-14.113842672425733,42.091422690514136
10,58,14.142366626055967,16.06957746900242,-15.070529062969108,52.399512601659445
11,58,19.748250571208445,18.083713700781995,-11.631693391462399,63.285472546535495
12,58,20.224331956239347,14.521844529177752,-2.2987555211175987,58.61306174088802
13,58,23.055175405853785,16.63050542895931,-1.8192803907752122,63.311499117970996
14,58,22.04857099413914,13.741706046040703,-7.226650323778723,64.60768814519837
15,58,27.260675143772662,14.570700375870551,2.8833822528265642,64.58677057570297
16,58,27.17245194383062,14.815941835609893,-7.6611238961115475,70.10780386775991
17,58,26.950706652880807,15.273306587129367,-2.045490546615227,67.09159839229932
18,58,32.79632380528352,14.305196550814875,1.8142179892979087,66.78060755103348
19,58,29.792089274460178,10.71874837555366,1.823196468947362,55.19580406368749
20,58,27.91557916829495,13.834047744304142,-2.145482359948881,60.13545962386124
21,58,31.920184808284745,12.45596570635797,6.995147431212004,63.071247550898654
22,58,30.145733720882077,14.185934900073999,-0.0038382232878149125,55.15411398881917
23,58,31.076539817226614,15.064650216219981,-0.9863405031385692,67.44721423888691
24,58,36.92176648262613,18.044562247689175,-4.531369943260746,84.89396218717478
25,58,34.47502805224089,12.34794274476243,10.514675259854595,67.10493887854157
26,58,38.515969642000115,14.929875008992989,-7.599413094548471,73.46645503030678
27,58,36.185797536728664,14.297425347616143,2.053902647009874,72.4829357548999
28,58,39.70071794040984,13.363190274883499,11.122371505436156,86.13010262389534
29,58,36.0450869906518,14.475344770545783,7.628125994648844,64.46374367838634
30,58,36.71859328552255,14.242842056488549,3.797992181844279,69.95891848403443
31,58,40.47422062823962,14.324404795367572,6.790636098466706,85.60600706599784
32,58,40.967274670415975,14.046300584661294,11.813623730708187,66.55149209450686
33,58,41.294345861613486,14.97266432172467,12.147127951255257,75.42687245670754
34,58,43.91666379467839,16.065948578625964,7.783912829887008,86.39609311198342
35,58,39.81994099561718,15.509491600274096,6.385978601415864,69.92565005853233
36,58,40.25030390412864,14.91346617642155,6.055469628758985,79.14249410586996
37,58,47.7930156365675,16.434578883444495,14.683515732257618,86.52383912433542
38,58,44.64531061907615,14.2988372727144,3.22607186979765,70.61261559908395
39,58,47.77777705210244,14.073032142170117,17.044273647624095,79.02532019059348
40,58,47.52803711264042,14.894552730117166,10.250206963771,84.72093368425807
41,58,50.112554194055214,13.537216325791551,17.058902736106816,85.72957365122124
42,58,50.517769771752086,16.326458429415638,13.688249105622617,86.5700217102351
43,58,52.00435034344708,17.069368896750735,19.921996313463236,86.51514690563121
44,58,52.95788237657326,13.579410533407595,22.810482695466604,85.954538970972
45,58,51.31190068141842,14.264068403752924,11.929575043060403,85.73255350565715
46,58,52.2843377108721,15.405130171150889,12.706083145812116,85.90483968832454
47,58,55.7331414587035,13.831307207678623,24.619359858209236,86.14225328318159
48,58,52.16008203196692,17.442660940742375,12.178224825235972,86.25701577223798
49,58,53.08881176248593,15.418498609288127,14.725921080615457,79.50818470738214
50,58,54.72141775720357,13.999805322357973,25.876351368830523,86.90930909410687
51,58,57.08893728505481,14.45494964511722,11.687359534484525,86.03931819019088
52,58,54.66892131885647,19.661241074497692,12.333753744996656,86.66407083036786
53,58,55.59368705392465,19.979447323254472,7.312275838217676,86.5862993736854
54,58,56.15345868111633,15.985942735829653,21.918172553313603,87.67867168800929
55,58,56.68498663752071,14.24806345547126,9.862363142318983,79.40180320294188
56,58,56.050478763064305,16.61487321880988,7.918126993012272,86.09257726663915
57,58,61.02510971142194,14.562640992691152,29.60914714923256,86.67789863781003
58,58,56.80440941071566,15.753363129610424,24.335839075289776,85.97924050582121
59,58,58.24660722534092,15.66005479255946,9.768829133785637,86.45634576002918
60,58,54.65939093235631,16.343407967575843,11.345196205378357,86.41374320683109
61,58,61.07647888481981,18.2112388306176,4.1171675880626495,87.83401935602089
62,58,61.52740648939229,14.708781900554087,24.04129956262058,86.93289725841784
63,58,64.32096215870568,15.592879907322356,17.945890330249348,87.93761618447981
64,58,60.83470234700916,14.154909798102103,26.709614381033504,86.66071622286536
65,58,66.26351645040505,12.895374150612682,26.146309781561865,86.85436502428786
66,58,63.633397744805656,15.269565534738764,12.907698674785301,88.10423404030529
67,58,58.8558754181542,17.582603893737165,16.611489762500923,88.12141135728605
68,58,60.51748985340701,17.118306167822006,17.78956342992398,86.5289962759249
69,58,62.20305775097873,15.087599799872722,21.400241562797106,87.32951573791878
70,58,61.974143797105675,15.126426990141095,11.843084971716777,86.27128550975246
71,58,60.962680389744364,15.079549697102587,24.305384128790287,86.48051059811597
72,58,60.09963963341293,17.970400749557793,-1.2375788490862618,86.9945485631718
73,58,67.33432482381595,13.429111078291543,30.605326216898995,87.44428317773195
74,58,65.25994936928245,13.911344612316727,29.730435146353997,86.51104637373892
75,58,62.57409663146237,15.180904372161216,29.645677385730334,87.14607466824667
76,58,61.07610122365447,17.400095559724992,23.615740945727893,88.0429557255892
77,58,67.79457690845945,14.959289015820016,16.801945333981198,87.15269540215688
78,58,66.90778614488231,14.589769094472318,36.67390588304773,87.63342585384272
79,58,67.36976002850942,14.877375549088972,25.013463989179122,86.97937480314442
80,58,63.16120038829696,15.70983257967644,24.75368289373762,86.73493101995128
81,58,64.6201371879972,14.211934809908223,34.66596546528766,87.5903241005561
82,58,62.04760733913442,17.11604706746544,24.4186243094395,87.5717904668228
83,58,68.45458433212639,14.398389355760083,17.623349102783145,87.54514865872235
84,58,66.804918491323,15.256022706467414,24.30226293735422,87.04566431170589
85,58,63.70103753966117,14.46765692935031,27.863890491679168,86.7796348882195
86,58,66.17043415432023,14.062635886021651,36.28972796523072,86.99590906227611
87,58,67.3963506689366,14.805348473892675,30.575311827753353,87.18445196707357
88,58,65.61828950647346,14.98245665729353,34.729544961225045,87.20133551252107
89,58,64.28848836633294,15.405186374507707,36.13351353562311,87.52650070895004
90,58,68.61935356168111,14.33476695178631,21.465222824893534,87.49881502879944
91,58,68.64480931567695,12.652483075627067,42.848440661823105,88.1543182634246
92,58,68.08394049794896,13.216848419623064,40.95576765899518,87.4760006321872
93,58,68.98559089785596,14.751899780864461,27.1403958424494,88.60552048771241
94,58,69.63082298334353,13.179891818697307,42.656731607415395,87.33357544026572
95,58,72.25141701959643,11.970409700053589,40.85983727206551,87.34089816688507
96,58,70.24820405067979,14.251892938020962,36.70856144941386,88.22424929160944
97,58,68.81698479661529,15.683777779711708,16.647814584780093,88.00144079800194
98,58,69.06117430685028,14.18393705507809,38.71999171295454,87.65350676606154
99,58,67.15311522206808,15.226012542219475,30.5237132156209,87.43110737637707
